,NK,population,softmax param,mutation rate,results
160,"(100, 30)",100,10.0,0.1,"[[11.402786 17.12033  21.200897 ... 51.964306 51.964306 51.964306]
 [23.74216  30.063137 33.935963 ... 40.875366 40.875366 40.875366]
 [17.979786 22.276463 29.422516 ... 65.48628  65.48628  65.48628 ]
 ...
 [25.370863 32.33989  37.229355 ... 63.244297 63.244297 63.244297]
 [34.761127 41.93209  44.778694 ... 58.074642 58.074642 58.074642]
 [28.414757 31.406006 34.23625  ... 56.357834 56.357834 56.357834]]"
161,"(100, 30)",100,10.0,0.07,"[[11.402786 17.12033  23.340137 ... 56.719826 56.719826 56.719826]
 [23.74216  30.262596 32.36613  ... 62.42817  62.42817  62.42817 ]
 [15.691884 24.501879 31.576567 ... 55.676346 55.676346 55.676346]
 ...
 [25.086275 32.324974 35.764503 ... 45.48613  45.48613  45.48613 ]
 [34.761127 41.93209  44.778694 ... 54.707417 54.707417 54.707417]
 [26.253126 31.643332 33.77414  ... 48.236645 48.236645 48.236645]]"
162,"(100, 30)",100,10.0,0.03,"[[12.455011 18.435242 19.793083 ... 60.71936  60.71936  60.71936 ]
 [23.74216  30.063137 33.363976 ... 56.172867 56.172867 56.172867]
 [23.837872 29.94823  31.550438 ... 52.091633 52.091633 52.091633]
 ...
 [24.537577 32.731163 41.136955 ... 53.88667  53.88667  53.88667 ]
 [34.761127 41.93209  44.778694 ... 56.330986 56.330986 56.330986]
 [27.008099 30.111942 32.512936 ... 52.90154  52.90154  52.90154 ]]"
163,"(100, 30)",100,10.0,0.01,"[[11.993336 23.062742 26.306023 ... 52.40356  52.40356  52.40356 ]
 [23.74216  30.063137 33.082005 ... 52.989014 52.989014 52.989014]
 [15.126109 22.970894 28.24376  ... 53.99315  54.550964 54.550964]
 ...
 [25.256823 40.19666  40.19666  ... 64.49855  64.49855  64.49855 ]
 [34.761127 41.93209  46.936058 ... 58.644653 58.644653 58.644653]
 [24.088396 33.757835 34.9757   ... 68.15053  68.15053  68.15053 ]]"
164,"(100, 30)",100,1.0,0.1,"[[14.458202 25.485645 34.040703 ... 56.373337 56.373337 56.373337]
 [27.535381 33.163933 34.73873  ... 66.81268  66.81268  66.81268 ]
 [17.979786 22.276463 29.422516 ... 65.48628  65.48628  65.48628 ]
 ...
 [25.370863 35.45394  43.263653 ... 51.331734 51.331734 51.331734]
 [32.43087  40.268036 43.731987 ... 60.32584  60.32584  60.32584 ]
 [28.414757 31.406006 33.15132  ... 52.312157 52.312157 52.312157]]"
165,"(100, 30)",100,1.0,0.07,"[[14.458202 25.485645 30.651176 ... 56.373337 56.373337 56.373337]
 [27.535381 33.163933 37.500774 ... 59.349243 59.349243 59.349243]
 [16.62715  30.019924 34.647278 ... 41.766235 41.766235 41.766235]
 ...
 [25.086275 35.45394  43.263653 ... 51.331734 51.331734 51.331734]
 [32.43087  40.268036 43.731987 ... 52.5963   52.5963   52.5963  ]
 [26.253126 34.56133  39.280666 ... 47.159256 47.471825 47.471825]]"
166,"(100, 30)",100,1.0,0.03,"[[10.732515 21.482708 24.436007 ... 54.737617 54.737617 54.737617]
 [27.535381 37.500774 37.500774 ... 59.349243 59.349243 59.349243]
 [23.837872 29.94823  31.550438 ... 52.091633 52.091633 52.091633]
 ...
 [24.537577 32.731163 41.136955 ... 53.531574 53.531574 53.531574]
 [32.43087  40.268036 43.731987 ... 53.231667 53.231667 53.231667]
 [27.008099 30.111942 31.539658 ... 57.969166 57.969166 57.969166]]"
167,"(100, 30)",100,1.0,0.01,"[[13.577337 21.941692 26.684204 ... 52.663803 52.663803 52.663803]
 [23.74216  30.27892  36.61447  ... 61.428318 61.428318 61.428318]
 [15.126109 23.34972  28.847939 ... 50.066696 49.939484 50.066696]
 ...
 [25.256823 35.45394  40.19666  ... 66.27794  66.27794  66.27794 ]
 [32.43087  34.050385 37.366272 ... 65.569084 65.569084 65.569084]
 [26.186205 29.09422  32.887    ... 52.66185  52.66185  52.66185 ]]"
168,"(100, 30)",100,0.1,0.1,"[[14.458202 11.245948 12.193651 ... 64.05847  64.05847  64.05847 ]
 [16.04533  22.901772 28.298485 ... 53.815937 53.815937 53.815937]
 [18.866913 26.479979 34.93562  ... 48.506973 49.629677 53.366524]
 ...
 [28.623047 27.561838 29.514774 ... 64.94666  64.94666  64.82319 ]
 [29.015537 27.585571 31.23756  ... 55.405403 55.405403 55.405403]
 [21.292828 22.614052 29.277212 ... 57.817196 57.817196 57.817196]]"
169,"(100, 30)",100,0.1,0.07,"[[14.458202 19.380995 24.717628 ... 58.67188  58.67188  58.67188 ]
 [16.04533  24.778753 25.734776 ... 55.99135  55.697353 55.79809 ]
 [16.62722  24.387173 24.387173 ... 53.762184 58.904655 53.762184]
 ...
 [29.628061 29.672077 29.971039 ... 59.84066  58.636353 58.636353]
 [32.304405 32.304405 32.304405 ... 57.300312 57.300312 57.300312]
 [22.523022 24.002117 27.442305 ... 54.644142 54.644142 54.644142]]"
170,"(100, 30)",100,0.1,0.03,"[[ 8.166354 14.960012 19.784496 ... 52.101547 52.101547 52.83203 ]
 [16.675364 24.778753 25.165989 ... 61.34367  61.34367  61.34367 ]
 [17.431494 22.295143 21.389183 ... 55.62036  58.561596 58.561596]
 ...
 [29.628061 30.428598 30.428598 ... 48.886955 50.192005 50.192005]
 [32.304405 29.538818 34.145287 ... 57.93924  57.93924  57.93924 ]
 [26.357494 33.565704 33.565704 ... 43.10666  44.08487  42.533386]]"
171,"(100, 30)",100,0.1,0.01,"[[13.577337 11.871827 18.54757  ... 65.539276 63.06939  63.06939 ]
 [16.675364 23.70632  24.901382 ... 38.642067 40.522568 42.316902]
 [16.013237 19.660172 20.54993  ... 41.76574  40.619324 33.02112 ]
 ...
 [29.628061 28.966991 24.904917 ... 39.8948   36.75664  40.535706]
 [32.304405 34.316296 31.855253 ... 41.881054 46.173973 46.44874 ]
 [26.357494 33.34471  42.98008  ... 34.281227 30.82124  30.085524]]"
172,"(100, 30)",100,0.01,0.1,"[[14.458202  11.245948   9.7922325 ... 25.38628   17.290634  18.57819  ]
 [16.04533   22.901772  26.53979   ... 24.532259  25.766575  24.128471 ]
 [18.866913  26.479979  17.36686   ... 24.741291  28.126808  25.450348 ]
 ...
 [21.984156  21.984156  24.808456  ... 32.201122  32.201122  25.390957 ]
 [27.133438  27.133438  36.99706   ... 32.139854  29.731888  25.522278 ]
 [21.292828  20.91319   26.556297  ... 27.10687   25.276066  28.59114  ]]"
173,"(100, 30)",100,0.01,0.07,"[[14.458202 11.554266 12.523228 ... 19.19802  25.340748 21.736343]
 [16.04533  24.778753 15.782831 ... 30.158474 30.158474 20.336771]
 [16.62722  26.630337 21.73531  ... 29.302769 21.876648 17.706173]
 ...
 [29.628061 26.025341 24.808456 ... 26.960232 24.38861  23.718243]
 [32.304405 32.304405 29.48705  ... 29.766113 33.12038  38.240013]
 [22.523022 20.91319  30.130344 ... 24.48222  24.87167  28.350739]]"
174,"(100, 30)",100,0.01,0.03,"[[ 8.166354 11.554266 12.505983 ... 22.86969  22.86969  22.86969 ]
 [16.675364 24.778753 20.247868 ... 30.599495 31.55683  24.013706]
 [17.431494 18.38524  13.304644 ... 14.854893 22.237896 17.891882]
 ...
 [29.628061 32.542095 26.17814  ... 17.45123  21.418653 22.058937]
 [32.304405 32.304405 29.818336 ... 37.423355 37.72719  34.993393]
 [21.292828 26.760277 29.017038 ... 24.521545 26.595037 29.992805]]"
175,"(100, 30)",100,0.01,0.01,"[[13.577337 13.016009 10.411702 ... 21.036324 29.121298 16.6296  ]
 [16.675364 23.70632  26.542112 ... 26.081957 26.205177 28.233017]
 [16.013237 18.38524  20.85323  ... 21.275253 24.616928 32.74153 ]
 ...
 [29.628061 31.990393 26.17814  ... 25.469578 37.29554  29.945946]
 [32.304405 32.304405 27.819254 ... 29.885323 32.469257 31.840227]
 [21.96591  25.235802 26.224762 ... 26.567541 27.279    26.115057]]"
176,"(100, 30)",200,10.0,0.1,"[[14.458202 23.568779 38.072685 ... 57.477146 57.477146 57.477146]
 [25.523197 31.94696  38.15525  ... 55.78052  55.78052  55.78052 ]
 [24.875492 33.683468 37.75779  ... 55.67441  55.67441  55.67441 ]
 ...
 [29.373657 31.91957  35.336586 ... 44.82718  44.82718  44.82718 ]
 [31.066534 39.280556 40.537537 ... 75.91072  75.91072  75.91072 ]
 [31.149227 42.114437 46.467323 ... 47.489147 47.489147 47.489147]]"
177,"(100, 30)",200,10.0,0.07,"[[14.458202 23.568779 38.052826 ... 57.477146 57.477146 57.477146]
 [25.861137 32.3267   36.08363  ... 51.055763 51.055763 51.055763]
 [26.322952 35.618156 42.416298 ... 49.409218 49.409218 49.409218]
 ...
 [29.373657 31.321426 36.658497 ... 59.129303 59.129303 59.129303]
 [31.066534 42.86278  45.603825 ... 58.553993 58.553993 58.553993]
 [31.149227 42.114437 46.467323 ... 55.88849  55.88849  55.88849 ]]"
178,"(100, 30)",200,10.0,0.03,"[[14.458202 23.568779 32.376236 ... 58.0111   58.0111   58.0111  ]
 [25.861137 33.923893 36.93793  ... 57.94556  57.94556  57.94556 ]
 [26.322952 38.22422  49.450935 ... 53.200027 53.200027 53.200027]
 ...
 [29.373657 31.000029 34.23438  ... 42.835323 42.835323 42.835323]
 [32.90815  42.02169  43.538128 ... 59.032776 59.032776 59.032776]
 [23.435848 30.795515 36.86955  ... 49.758163 49.758163 49.758163]]"
179,"(100, 30)",200,10.0,0.01,"[[17.864958 23.074867 32.80886  ... 63.558743 63.558743 63.558743]
 [25.861137 35.518196 42.326874 ... 63.20382  63.20382  63.20382 ]
 [24.875492 29.354723 30.2663   ... 58.29432  58.29432  58.29432 ]
 ...
 [29.323065 35.922882 39.03537  ... 58.98326  58.98326  58.98326 ]
 [35.015522 44.051056 49.018745 ... 54.48488  54.48488  54.567192]
 [23.435848 31.059687 39.45925  ... 50.179417 50.179417 50.179417]]"
180,"(100, 30)",200,1.0,0.1,"[[14.458202 20.864841 48.621857 ... 58.0111   58.0111   58.0111  ]
 [25.523197 30.236809 35.640553 ... 57.84891  57.84891  57.84891 ]
 [24.875492 33.683468 37.75779  ... 56.129337 56.129337 56.129337]
 ...
 [29.373657 31.91957  33.92411  ... 56.961357 56.961357 56.961357]
 [33.736847 37.189846 37.189846 ... 51.548622 51.548622 51.548622]
 [29.92416  41.97116  44.535286 ... 55.119637 55.119637 55.119637]]"
181,"(100, 30)",200,1.0,0.07,"[[14.458202 20.864841 48.621857 ... 58.0111   58.0111   58.0111  ]
 [25.861137 32.3267   35.944748 ... 54.514954 54.514954 54.514954]
 [26.322952 35.618156 42.416298 ... 48.5676   48.5676   48.5676  ]
 ...
 [29.373657 31.386875 34.23438  ... 54.66651  54.66651  54.66651 ]
 [33.736847 37.189846 38.19806  ... 53.9905   53.9905   53.9905  ]
 [29.92416  41.97116  44.535286 ... 57.98232  57.98232  57.98232 ]]"
182,"(100, 30)",200,1.0,0.03,"[[14.458202 21.656443 27.52762  ... 59.230347 59.230347 59.230347]
 [25.861137 32.3267   35.518196 ... 61.50047  61.50047  61.50047 ]
 [26.322952 38.22422  49.450935 ... 58.077515 58.077515 58.077515]
 ...
 [29.373657 31.000029 34.23438  ... 45.48613  45.48613  45.48613 ]
 [33.736847 42.02169  43.538128 ... 52.402313 52.402313 52.402313]
 [24.168678 39.10121  44.91359  ... 52.836746 52.836746 52.836746]]"
183,"(100, 30)",200,1.0,0.01,"[[17.864958 23.074867 32.80886  ... 61.04219  61.04219  61.04219 ]
 [25.861137 33.923893 34.115364 ... 55.78052  55.78052  55.78052 ]
 [25.215363 29.354723 30.2663   ... 56.129337 56.129337 56.129337]
 ...
 [29.323065 35.922882 39.03537  ... 58.98326  58.98326  58.98326 ]
 [35.015522 44.051056 49.018745 ... 58.0623   58.0623   58.0623  ]
 [25.54411  32.202972 36.882122 ... 54.915672 54.915672 54.915672]]"
184,"(100, 30)",200,0.1,0.1,"[[10.738626 16.499426 18.538765 ... 59.21509  59.21509  59.21509 ]
 [22.651009 24.399773 29.90842  ... 55.473103 54.45092  55.495647]
 [19.811216 19.811216 28.634296 ... 56.48665  56.48665  56.48665 ]
 ...
 [29.373657 31.91957  31.91957  ... 56.266563 56.266563 56.266563]
 [33.736847 37.189846 37.189846 ... 58.553993 58.553993 58.553993]
 [21.555672 30.48511  40.314926 ... 54.60591  54.60591  56.342636]]"
185,"(100, 30)",200,0.1,0.07,"[[10.738626 16.499426 19.186832 ... 57.8572   57.8572   57.8572  ]
 [22.651009 24.423466 30.776442 ... 56.046364 56.046364 56.046364]
 [19.811216 19.811216 24.318573 ... 62.80458  62.80458  62.80458 ]
 ...
 [29.373657 29.373657 32.796062 ... 67.52859  67.52859  67.52859 ]
 [33.736847 33.736847 36.042244 ... 57.78983  57.79878  57.79878 ]
 [21.555672 30.48511  32.20958  ... 54.780033 54.780033 54.780033]]"
186,"(100, 30)",200,0.1,0.03,"[[14.27418  19.58953  25.012691 ... 59.97127  59.97127  59.97127 ]
 [22.366812 24.124302 25.953049 ... 59.274902 60.306694 60.306694]
 [19.811216 21.4594   23.898941 ... 59.504658 59.504658 59.504658]
 ...
 [34.935455 28.14791  32.40478  ... 60.581673 61.21514  63.225613]
 [33.736847 36.042244 33.736847 ... 58.9545   58.9545   58.9545  ]
 [21.419146 27.77319  29.834242 ... 55.508217 55.508217 55.508217]]"
187,"(100, 30)",200,0.1,0.01,"[[14.27418  20.893215 33.26994  ... 35.670788 33.64741  40.998775]
 [22.366812 26.95805  28.728767 ... 50.28583  50.28583  51.888706]
 [22.455837 22.455837 37.202694 ... 56.326805 56.940086 56.56261 ]
 ...
 [25.713848 31.17678  31.845146 ... 54.805614 54.805614 52.5829  ]
 [35.015522 36.22707  34.13206  ... 53.794735 53.794735 53.931576]
 [21.419146 34.373238 33.829338 ... 44.080185 41.625877 48.729042]]"
188,"(100, 30)",200,0.01,0.1,"[[10.738626 13.370958 16.739992 ... 33.735294 33.735294 33.735294]
 [21.654554 24.124302 28.234314 ... 23.801605 28.910309 23.038067]
 [19.811216 15.35663  20.17414  ... 23.183153 26.715292 38.59921 ]
 ...
 [28.623047 27.528036 33.184853 ... 32.68184  29.433249 24.44485 ]
 [33.736847 33.736847 33.736847 ... 35.037624 33.603592 32.84791 ]
 [21.419146 29.466707 37.471313 ... 35.316658 35.316658 35.316658]]"
189,"(100, 30)",200,0.01,0.07,"[[10.738626 13.370958 13.21276  ... 19.239746 28.09184  28.09184 ]
 [18.0925   24.124302 24.654455 ... 35.02181  26.27351  29.354197]
 [19.811216 19.4778   20.17414  ... 21.503904 22.207508 22.207508]
 ...
 [28.623047 27.528036 33.184853 ... 25.650528 26.068794 23.094412]
 [33.736847 36.744843 33.736847 ... 33.576347 33.576347 28.663815]
 [21.419146 22.890348 22.890348 ... 31.398355 30.400455 29.333466]]"
190,"(100, 30)",200,0.01,0.03,"[[11.132639 17.575176 15.815107 ... 20.775393 31.051159 27.634886]
 [18.0925   24.124302 24.433252 ... 30.043364 34.10032  30.324333]
 [19.811216 18.037207 22.873123 ... 23.666187 26.659676 26.148636]
 ...
 [34.935455 27.528036 30.006247 ... 20.26402  24.493645 27.755634]
 [33.736847 33.64529  26.818754 ... 39.014507 38.078537 35.462677]
 [20.246277 25.960602 24.745255 ... 31.813873 28.089394 30.945166]]"
191,"(100, 30)",200,0.01,0.01,"[[10.325272  15.7395935 15.35499   ... 23.900919  23.66811   24.3863   ]
 [20.529043  19.912178  22.822598  ... 32.421684  26.240326  27.64657  ]
 [22.455837  17.9171    19.338846  ... 22.047073  22.123219  23.437975 ]
 ...
 [25.713848  25.000519  23.90076   ... 27.005814  30.583874  38.03953  ]
 [33.736847  29.911236  29.253984  ... 35.87477   26.413727  33.316174 ]
 [20.246277  31.0906    26.580116  ... 27.95962   25.146748  28.23943  ]]"
